id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,number_of_reviews,review_scores_rating,amenities,dist_to_mall
223922,Private Retreat Apt. in DC. Pets are Welcome Free!,"Brightwood Park, Crestwood, Petworth",38.94482,-77.04437,Entire home,Entire home/apt,3,1.0,2.0,130.0,230,4.76,"[""Hot water"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Safe"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""Free dryer"", ""Toaster"", ""Long term stays allowed"", ""Shared BBQ grill: wood-burning"", ""Dishes and silverware"", ""Body soap"", ""Coffee maker"", ""Fire pit"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Books and reading material"", ""Extra pillows and blankets"", ""Clothing storage: walk-in closet and dresser"", ""Dedicated workspace"", ""65 inch HDTV with Netflix, standard cable"", ""Free washer"", ""Bed linens"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Pool table"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Private entrance"", ""Keypad"", ""First aid kit"", ""Iron"", ""Heating"", ""Indoor fireplace: gas"", ""Pets allowed"", ""Free parking on premises"", ""Conditioner"", ""Cleaning products""]",3.9809663129613173
251611,LUXURY LIVING AT A BARGAIN,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room in home,Private room,3,1.0,2.0,81.0,1,5.0,"[""Hot water"", ""Refrigerator"", ""Backyard"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Hangers"", ""Essentials"", ""Smart lock"", ""TV"", ""Washer"", ""Dishes and silverware"", ""Coffee maker"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Kitchen"", ""Iron"", ""Heating"", ""Indoor fireplace"", ""Dryer""]",6.9219883646176275
251615,NICE HOUSE IN A VERY NICE NEIGHBORHOOD,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room in home,Private room,2,1.0,1.0,81.0,6,4.83,"[""Hot water"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Hangers"", ""Essentials"", ""Smart lock"", ""TV"", ""Washer"", ""Dishes and silverware"", ""Coffee maker"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Kitchen"", ""Iron"", ""Heating"", ""Free parking on premises"", ""Dryer""]",6.9219883646176275
251619,LUXURY LIVING AT A BARGAIN,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room in home,Private room,2,1.0,1.0,81.0,9,4.67,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""Smart lock"", ""Dishes and silverware"", ""Private backyard"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Coffee maker"", ""Dedicated workspace"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Iron"", ""Heating"", ""Indoor fireplace"", ""Dryer""]",6.9219883646176275
262629,Guest bedroom and private bath.,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96691,-77.0044,Private room in home,Private room,1,1.0,1.0,55.0,44,4.88,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Host greets you"", ""Board games"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Dedicated workspace"", ""TV with standard cable"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Outdoor dining area"", ""First aid kit"", ""Iron"", ""Heating"", ""Free parking on premises"", ""Indoor fireplace"", ""Dryer""]",5.425278619938186
290001,"Cozy Rowhouse Near Logan Circle, Convention Center","Shaw, Logan Circle",38.91001,-77.02563,Entire townhouse,Entire home/apt,2,1.0,1.0,201.0,199,4.85,"[""Ceiling fan"", ""Hot water"", ""Freezer"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Dishes and silverware"", ""Fast wifi \u2013 113 Mbps"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dining table"", ""Host greets you"", ""Dishwasher"", ""Coffee maker"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Private patio or balcony"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Outdoor furniture"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Outdoor dining area"", ""Paid parking garage off premises"", ""Iron"", ""Coffee"", ""Conditioner"", ""Cleaning products""]",1.4155642878801327
296196,Charming Dupont English Basement,"Dupont Circle, Connecticut Avenue/K Street",38.9146,-77.03602,Entire rental unit,Entire home/apt,4,1.0,2.0,128.0,114,4.91,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Window guards"", ""Essentials"", ""Washer"", ""Dishes and silverware"", ""Coffee maker"", ""Dedicated workspace"", ""TV with standard cable"", ""Air conditioning"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Private entrance"", ""Keypad"", ""Bathtub"", ""Iron"", ""Heating"", ""Dryer""]",1.8638849292768793
299030,Red Room - Washington 1-2/p Bedroom near Metro,"Colonial Village, Shepherd Park, North Portal Estates",38.9806,-77.03084,Private room in home,Private room,2,1.0,2.0,86.0,57,4.87,"[""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Wifi"", ""Essentials"", ""Smart lock"", ""Smoking allowed"", ""Washer"", ""Books and reading material"", ""Central heating"", ""Dedicated workspace"", ""TV with standard cable"", ""Bed linens"", ""Air conditioning"", ""Self check-in"", ""Shampoo"", ""Kitchen"", ""Exterior security cameras on property"", ""Exercise equipment"", ""First aid kit"", ""Iron"", ""Free parking on premises"", ""Indoor fireplace"", ""Dryer""]",6.291834782936207
313405,Blue Room - Washington DC 1-2p Bedroom Near Metro,"Colonial Village, Shepherd Park, North Portal Estates",38.9793,-77.0283,Private room in home,Private room,2,1.0,1.0,88.0,61,4.88,"[""Hot water"", ""Refrigerator"", ""Backyard"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Cleaning products"", ""Hair dryer"", ""Essentials"", ""BBQ grill"", ""Toaster"", ""TV"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Coffee maker"", ""Fire pit"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Exterior security cameras on property"", ""Outdoor dining area"", ""Iron"", ""Heating"", ""Free parking on premises"", ""Lockbox"", ""Indoor fireplace"", ""Conditioner"", ""Sound system""]",6.194435667454951
339208,METRO ACCESSIBLE TWO BEDROOM APT,"Capitol View, Marshall Heights, Benning Heights",38.89094,-76.93638,Entire rental unit,Entire home/apt,6,2.0,3.0,72.0,181,4.75,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Shared backyard \u2013 Fully fenced"", ""Hair dryer"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""BBQ grill"", ""TV"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Host greets you"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Carbon monoxide alarm"", ""Stove"", ""Children\u2019s books and toys"", ""Breakfast"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Private entrance"", ""Shared patio or balcony"", ""First aid kit"", ""Iron"", ""Heating""]",4.665225490748311
355527,"Steps to US Capitol, Library of Congress","Capitol Hill, Lincoln Park",38.88408,-77.0035,Entire rental unit,Entire home/apt,3,1.0,1.0,205.0,156,4.8,"[""Paid street parking off premises"", ""Ceiling fan"", ""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Coffee maker: drip coffee maker, espresso machine, french press"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Shampoo shampoo"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair Conditioner conditioner"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Body Soap body soap"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Shared patio or balcony"", ""Self check-in"", ""Keypad"", ""Outdoor dining area"", ""First aid kit"", ""Iron"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Single level home"", ""Drying rack for clothing"", ""Coffee"", ""Cleaning products""]",1.1130638400463098
382111,Capitol Hill Historic District Apt!,"Capitol Hill, Lincoln Park",38.89099,-76.99458,Entire rental unit,Entire home/apt,4,1.0,1.0,174.0,284,4.8,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Window AC unit"", ""Wifi"", ""Radiant heating"", ""Hair dryer"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Carbon monoxide alarm"", ""Stove"", ""Children\u2019s books and toys"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Exterior security cameras on property"", ""First aid kit"", ""Iron"", ""Clothing storage: closet and dresser"", ""TV with Fire TV, Netflix, Amazon Prime Video, Disney+"", ""Portable fans"", ""Coffee"", ""Lockbox"", ""Fireplace guards""]",1.529743995634122
409582,Capitol Hill studio apartment (Eastern Market),"Capitol Hill, Lincoln Park",38.88306,-76.99497,Entire rental unit,Entire home/apt,2,0.0,1.0,224.0,620,4.88,"[""Ceiling fan"", ""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Hair dryer"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Bed linens"", ""Carbon monoxide alarm"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Fast wifi \u2013 136 Mbps"", ""Microwave"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Babysitter recommendations"", ""Exterior security cameras on property"", ""Oven"", ""Private entrance"", ""Keypad"", ""Conditioner"", ""Outdoor dining area"", ""Bathtub"", ""First aid kit"", ""Iron"", ""TV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix, Roku, standard cable"", ""Gas stove"", ""Pets allowed"", ""Blender"", ""Coffee"", ""Fireplace guards"", ""Cleaning products""]",1.5719219044306394
437005,"The Buddha behind the ""Blue Door""",Historic Anacostia,38.86256,-76.98689,Private room in home,Private room,2,1.0,1.0,345.0,105,4.85,"[""Ceiling fan"", ""Hot water"", ""City skyline view"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Free street parking"", ""Window AC unit"", ""Wifi"", ""Radiant heating"", ""Hair dryer"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Toaster"", ""Long term stays allowed"", ""Free parking on premises"", ""Dishes and silverware"", ""Free dryer \u2013 In building"", ""Dining table"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Shower gel"", ""Neutrogena and Suave body soap"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Game console: Nintendo Wii"", ""OGX conditioner"", ""Bed linens"", ""HDTV with Fire TV"", ""Carbon monoxide alarm"", ""Stove"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Self check-in"", ""Microwave"", ""Kitchen"", ""Wine glasses"", ""Shared patio or balcony"", ""Exterior security cameras on property"", ""Five Star stainless steel oven"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Free washer \u2013 In building"", ""Portable fans"", ""Ethernet connection"", ""OGX shampoo"", ""Coffee"", ""Lockbox"", ""Cleaning products""]",2.69244251197278
446147,2 Level Modern Condo in City Center,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90549,-77.02847,Entire condo,Entire home/apt,2,1.0,1.0,123.0,0,,"[""Elevator"", ""Washer"", ""TV with standard cable"", ""Heating"", ""Air conditioning"", ""Wifi"", ""Pets allowed"", ""Kitchen"", ""Dryer""]",1.1364808922673444
453159,1 block to metro-Capitol Hill Garden flat,"Capitol Hill, Lincoln Park",38.87772,-76.985,Entire guest suite,Entire home/apt,5,2.0,3.0,139.0,466,4.93,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Shared backyard \u2013 Fully fenced"", ""Hair dryer"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""BBQ grill"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Coffee maker"", ""Extra pillows and blankets"", ""Crib"", ""Dedicated workspace"", ""High chair"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Private entrance"", ""Iron"", ""Heating"", ""Single level home"", ""32 inch TV with standard cable"", ""Lockbox""]",2.2015868864021684
453315,Efficiency suite in Capitol Hill,"Union Station, Stanton Park, Kingman Park",38.89538,-76.98648,Entire guest suite,Entire home/apt,2,1.0,1.0,95.0,1050,4.88,"[""Hot water"", ""AC - split type ductless system"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Dishes and silverware"", ""Body soap"", ""Luggage dropoff allowed"", ""Shower gel"", ""Dedicated workspace"", ""Bed linens"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Wifi \u2013 25 Mbps"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Free driveway parking on premises \u2013 1 space"", ""Wine glasses"", ""Keypad"", ""HDTV with Roku, Amazon Prime Video, Netflix"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Coffee"", ""Conditioner"", ""Cleaning products""]",2.003422925178862
501809,Upstair Private Close to Everything,"Howard University, Le Droit Park, Cardozo/Shaw",38.91454,-77.01814,Private room in townhouse,Private room,2,1.0,2.0,68.0,36,4.86,"[""Ceiling fan"", ""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Cooking basics"", ""Shared backyard \u2013 Fully fenced"", ""Hair dryer"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free dryer \u2013 In building"", ""Dining table"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Lock on bedroom door"", ""Books and reading material"", ""Fast wifi \u2013 259 Mbps"", ""Central heating"", ""Dedicated workspace"", ""Bed linens"", ""48 inch HDTV with Amazon Prime Video, Disney+, DVD player, Apple TV, Hulu, Netflix, HBO Max"", ""Carbon monoxide alarm"", ""Frigidaire electric stove"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Bidet"", ""Kitchen"", ""Shared patio or balcony"", ""Exterior security cameras on property"", ""Outdoor dining area"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Clothing storage: closet and dresser"", ""Free washer \u2013 In building"", ""Sun loungers"", ""Portable fans""]",1.739404375795915
525672,Capitol Hill-SLPS 4-Walk 2 blk Metro/Cafes,"Capitol Hill, Lincoln Park",38.88183,-76.98911,Entire rental unit,Entire home/apt,4,1.0,2.0,142.0,278,4.86,"[""Hot water"", ""City skyline view"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Shared backyard \u2013 Fully fenced"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""TV"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Coffee maker"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Exterior security cameras on property"", ""First aid kit"", ""Iron"", ""Heating"", ""Electric stove"", ""Lockbox""]",1.89895117847745
